app,query_id,cluster_id,issue_key,n_rel,n_cross_rel,is_cross_query,has_anchor,matched_views,retrieved_total,retrieved_in_pool,first_cross_rank,maxk_dump,top_retrieved_50,top_retrieved_inpool_50,top_retrieved_maxk,top_retrieved_inpool_maxk
沪江英语,10010000012256,沪江英语__C9,other.other.cannot_or_fail,5,5,1,1,5,0,0,,100,,,,
沪江英语,10010000012277,沪江英语__C1,other.other.cannot_or_fail,5,4,1,1,3,0,0,,100,,,,
沪江英语,10010000012317,沪江英语__C11,other.other.cannot_or_fail,5,5,1,1,26,137,137,17,100,10010000012283|10010000012301|10010000012016|10010000012012|10010000011988|10010000012075|10010000011962|10010000012253|10010000012195|10010000012157|10010000012024|10010000012265|10010000012271|10010000012196|10010000012162|10010000012049|10010000012048|10010000012004|10010000012025|10010000012285|10010000012223|10010000012359|10010000012219|10010000012095|10010000011978|10010000012308|10010000012020|10010000012053|10010000012060|10010000012146|10010000012130|10010000012145|10010000012085|10010000012242|10010000012037|10010000012046|10010000012042|10010000012343|10010000011929|10010000012002|10010000012188|10010000011990|10010000012081|10010000012227|10010000012200|10010000012051|10010000012247|10010000012236|10010000011958|10010000012059,10010000012283|10010000012301|10010000012016|10010000012012|10010000011988|10010000012075|10010000011962|10010000012253|10010000012195|10010000012157|10010000012024|10010000012265|10010000012271|10010000012196|10010000012162|10010000012049|10010000012048|10010000012004|10010000012025|10010000012285|10010000012223|10010000012359|10010000012219|10010000012095|10010000011978|10010000012308|10010000012020|10010000012053|10010000012060|10010000012146|10010000012130|10010000012145|10010000012085|10010000012242|10010000012037|10010000012046|10010000012042|10010000012343|10010000011929|10010000012002|10010000012188|10010000011990|10010000012081|10010000012227|10010000012200|10010000012051|10010000012247|10010000012236|10010000011958|10010000012059,10010000012283|10010000012301|10010000012016|10010000012012|10010000011988|10010000012075|10010000011962|10010000012253|10010000012195|10010000012157|10010000012024|10010000012265|10010000012271|10010000012196|10010000012162|10010000012049|10010000012048|10010000012004|10010000012025|10010000012285|10010000012223|10010000012359|10010000012219|10010000012095|10010000011978|10010000012308|10010000012020|10010000012053|10010000012060|10010000012146|10010000012130|10010000012145|10010000012085|10010000012242|10010000012037|10010000012046|10010000012042|10010000012343|10010000011929|10010000012002|10010000012188|10010000011990|10010000012081|10010000012227|10010000012200|10010000012051|10010000012247|10010000012236|10010000011958|10010000012059|10010000012257|10010000012011|10010000012015|10010000012000|10010000011969|10010000011970|10010000012003|10010000012058|10010000012263|10010000012266|10010000012322|10010000012115|10010000012216|10010000012108|10010000012031|10010000011977|10010000012072|10010000012099|10010000012143|10010000012063|10010000012239|10010000011993|10010000012330|10010000011981|10010000012243|10010000012107|10010000012217|10010000012064|10010000012248|10010000012250|10010000012026|10010000012076|10010000012147|10010000012234|10010000012278|10010000012017|10010000012043|10010000011963|10010000011994|10010000012240|10010000012050|10010000012054|10010000012272|10010000012179|10010000011965|10010000012181|10010000012346|10010000012121|10010000012065|10010000012061,10010000012283|10010000012301|10010000012016|10010000012012|10010000011988|10010000012075|10010000011962|10010000012253|10010000012195|10010000012157|10010000012024|10010000012265|10010000012271|10010000012196|10010000012162|10010000012049|10010000012048|10010000012004|10010000012025|10010000012285|10010000012223|10010000012359|10010000012219|10010000012095|10010000011978|10010000012308|10010000012020|10010000012053|10010000012060|10010000012146|10010000012130|10010000012145|10010000012085|10010000012242|10010000012037|10010000012046|10010000012042|10010000012343|10010000011929|10010000012002|10010000012188|10010000011990|10010000012081|10010000012227|10010000012200|10010000012051|10010000012247|10010000012236|10010000011958|10010000012059|10010000012257|10010000012011|10010000012015|10010000012000|10010000011969|10010000011970|10010000012003|10010000012058|10010000012263|10010000012266|10010000012322|10010000012115|10010000012216|10010000012108|10010000012031|10010000011977|10010000012072|10010000012099|10010000012143|10010000012063|10010000012239|10010000011993|10010000012330|10010000011981|10010000012243|10010000012107|10010000012217|10010000012064|10010000012248|10010000012250|10010000012026|10010000012076|10010000012147|10010000012234|10010000012278|10010000012017|10010000012043|10010000011963|10010000011994|10010000012240|10010000012050|10010000012054|10010000012272|10010000012179|10010000011965|10010000012181|10010000012346|10010000012121|10010000012065|10010000012061
沪江英语,10010000011977,沪江英语__C13,other.other.crash,2,2,1,1,41,106,106,6,100,10010000012025|10010000012000|10010000012064|10010000012043|10010000012247|10010000012006|10010000012017|10010000012242|10010000012272|10010000012145|10010000012130|10010000012248|10010000012196|10010000012037|10010000012236|10010000012346|10010000012212|10010000012051|10010000012200|10010000012195|10010000012181|10010000012115|10010000012081|10010000012075|10010000012278|10010000012141|10010000012165|10010000012097|10010000012020|10010000012240|10010000012048|10010000012227|10010000012099|10010000012143|10010000012121|10010000012071|10010000012285|10010000012085|10010000012219|10010000012072|10010000012250|10010000012214|10010000012014|10010000012283|10010000012137|10010000012003|10010000012108|10010000012209|10010000012026|10010000012127,10010000012025|10010000012000|10010000012064|10010000012043|10010000012247|10010000012006|10010000012017|10010000012242|10010000012272|10010000012145|10010000012130|10010000012248|10010000012196|10010000012037|10010000012236|10010000012346|10010000012212|10010000012051|10010000012200|10010000012195|10010000012181|10010000012115|10010000012081|10010000012075|10010000012278|10010000012141|10010000012165|10010000012097|10010000012020|10010000012240|10010000012048|10010000012227|10010000012099|10010000012143|10010000012121|10010000012071|10010000012285|10010000012085|10010000012219|10010000012072|10010000012250|10010000012214|10010000012014|10010000012283|10010000012137|10010000012003|10010000012108|10010000012209|10010000012026|10010000012127,10010000012025|10010000012000|10010000012064|10010000012043|10010000012247|10010000012006|10010000012017|10010000012242|10010000012272|10010000012145|10010000012130|10010000012248|10010000012196|10010000012037|10010000012236|10010000012346|10010000012212|10010000012051|10010000012200|10010000012195|10010000012181|10010000012115|10010000012081|10010000012075|10010000012278|10010000012141|10010000012165|10010000012097|10010000012020|10010000012240|10010000012048|10010000012227|10010000012099|10010000012143|10010000012121|10010000012071|10010000012285|10010000012085|10010000012219|10010000012072|10010000012250|10010000012214|10010000012014|10010000012283|10010000012137|10010000012003|10010000012108|10010000012209|10010000012026|10010000012127|10010000011981|10010000012102|10010000011993|10010000012217|10010000012076|10010000012058|10010000012065|10010000012262|10010000012061|10010000012135|10010000012104|10010000012129|10010000012198|10010000012316|10010000012334|10010000012263|10010000012265|10010000011969|10010000011963|10010000012116|10010000012083|10010000012158|10010000012146|10010000012223|10010000011994|10010000012004|10010000012011|10010000012234|10010000012169|10010000012266|10010000012308|10010000011970|10010000011965|10010000012179|10010000012147|10010000012012|10010000012201|10010000012016|10010000012091|10010000012090|10010000011958|10010000012301|10010000012317|10010000012276|10010000012220|10010000012203|10010000011988|10010000012002|10010000012188|10010000012257,10010000012025|10010000012000|10010000012064|10010000012043|10010000012247|10010000012006|10010000012017|10010000012242|10010000012272|10010000012145|10010000012130|10010000012248|10010000012196|10010000012037|10010000012236|10010000012346|10010000012212|10010000012051|10010000012200|10010000012195|10010000012181|10010000012115|10010000012081|10010000012075|10010000012278|10010000012141|10010000012165|10010000012097|10010000012020|10010000012240|10010000012048|10010000012227|10010000012099|10010000012143|10010000012121|10010000012071|10010000012285|10010000012085|10010000012219|10010000012072|10010000012250|10010000012214|10010000012014|10010000012283|10010000012137|10010000012003|10010000012108|10010000012209|10010000012026|10010000012127|10010000011981|10010000012102|10010000011993|10010000012217|10010000012076|10010000012058|10010000012065|10010000012262|10010000012061|10010000012135|10010000012104|10010000012129|10010000012198|10010000012316|10010000012334|10010000012263|10010000012265|10010000011969|10010000011963|10010000012116|10010000012083|10010000012158|10010000012146|10010000012223|10010000011994|10010000012004|10010000012011|10010000012234|10010000012169|10010000012266|10010000012308|10010000011970|10010000011965|10010000012179|10010000012147|10010000012012|10010000012201|10010000012016|10010000012091|10010000012090|10010000011958|10010000012301|10010000012317|10010000012276|10010000012220|10010000012203|10010000011988|10010000012002|10010000012188|10010000012257
沪江英语,10010000012006,沪江英语__C6,other.other.crash,2,2,1,1,33,130,130,5,100,10010000012242|10010000012017|10010000012043|10010000012000|10010000011977|10010000012272|10010000012212|10010000012181|10010000012037|10010000012196|10010000012075|10010000012145|10010000012346|10010000012020|10010000012240|10010000012048|10010000012227|10010000012165|10010000012003|10010000012014|10010000012137|10010000011988|10010000012127|10010000012081|10010000012025|10010000012011|10010000012214|10010000012130|10010000012064|10010000012248|10010000012247|10010000012200|10010000012308|10010000012058|10010000012143|10010000012236|10010000012099|10010000012115|10010000012179|10010000012217|10010000012051|10010000012121|10010000012085|10010000012097|10010000012141|10010000012072|10010000012285|10010000012283|10010000012219|10010000011981,10010000012242|10010000012017|10010000012043|10010000012000|10010000011977|10010000012272|10010000012212|10010000012181|10010000012037|10010000012196|10010000012075|10010000012145|10010000012346|10010000012020|10010000012240|10010000012048|10010000012227|10010000012165|10010000012003|10010000012014|10010000012137|10010000011988|10010000012127|10010000012081|10010000012025|10010000012011|10010000012214|10010000012130|10010000012064|10010000012248|10010000012247|10010000012200|10010000012308|10010000012058|10010000012143|10010000012236|10010000012099|10010000012115|10010000012179|10010000012217|10010000012051|10010000012121|10010000012085|10010000012097|10010000012141|10010000012072|10010000012285|10010000012283|10010000012219|10010000011981,10010000012242|10010000012017|10010000012043|10010000012000|10010000011977|10010000012272|10010000012212|10010000012181|10010000012037|10010000012196|10010000012075|10010000012145|10010000012346|10010000012020|10010000012240|10010000012048|10010000012227|10010000012165|10010000012003|10010000012014|10010000012137|10010000011988|10010000012127|10010000012081|10010000012025|10010000012011|10010000012214|10010000012130|10010000012064|10010000012248|10010000012247|10010000012200|10010000012308|10010000012058|10010000012143|10010000012236|10010000012099|10010000012115|10010000012179|10010000012217|10010000012051|10010000012121|10010000012085|10010000012097|10010000012141|10010000012072|10010000012285|10010000012283|10010000012219|10010000011981|10010000011993|10010000012071|10010000012076|10010000012195|10010000012250|10010000012263|10010000011965|10010000011969|10010000011970|10010000011994|10010000012004|10010000012223|10010000012266|10010000012169|10010000012102|10010000012209|10010000011963|10010000012257|10010000012146|10010000012188|10010000012016|10010000012012|10010000012322|10010000012002|10010000012095|10010000012301|10010000011929|10010000011958|10010000012046|10010000012059|10010000012359|10010000012083|10010000012107|10010000012015|10010000012239|10010000012039|10010000012061|10010000011978|10010000012278|10010000011990|10010000012024|10010000012049|10010000012053|10010000012060|10010000012162|10010000012216|10010000012243|10010000012253|10010000012330|10010000012104,10010000012242|10010000012017|10010000012043|10010000012000|10010000011977|10010000012272|10010000012212|10010000012181|10010000012037|10010000012196|10010000012075|10010000012145|10010000012346|10010000012020|10010000012240|10010000012048|10010000012227|10010000012165|10010000012003|10010000012014|10010000012137|10010000011988|10010000012127|10010000012081|10010000012025|10010000012011|10010000012214|10010000012130|10010000012064|10010000012248|10010000012247|10010000012200|10010000012308|10010000012058|10010000012143|10010000012236|10010000012099|10010000012115|10010000012179|10010000012217|10010000012051|10010000012121|10010000012085|10010000012097|10010000012141|10010000012072|10010000012285|10010000012283|10010000012219|10010000011981|10010000011993|10010000012071|10010000012076|10010000012195|10010000012250|10010000012263|10010000011965|10010000011969|10010000011970|10010000011994|10010000012004|10010000012223|10010000012266|10010000012169|10010000012102|10010000012209|10010000011963|10010000012257|10010000012146|10010000012188|10010000012016|10010000012012|10010000012322|10010000012002|10010000012095|10010000012301|10010000011929|10010000011958|10010000012046|10010000012059|10010000012359|10010000012083|10010000012107|10010000012015|10010000012239|10010000012039|10010000012061|10010000011978|10010000012278|10010000011990|10010000012024|10010000012049|10010000012053|10010000012060|10010000012162|10010000012216|10010000012243|10010000012253|10010000012330|10010000012104
沪江英语,10010000012272,沪江英语__C0,other.other.crash,2,2,1,1,33,134,134,3,100,10010000012017|10010000012043|10010000012006|10010000012242|10010000011977|10010000012000|10010000012346|10010000012037|10010000012196|10010000012240|10010000012020|10010000012165|10010000012145|10010000012075|10010000012048|10010000012227|10010000012181|10010000012214|10010000012212|10010000012137|10010000012014|10010000012003|10010000012127|10010000012025|10010000012064|10010000012130|10010000012247|10010000012248|10010000012141|10010000012219|10010000012223|10010000012097|10010000012285|10010000012308|10010000012085|10010000012283|10010000012200|10010000011981|10010000012058|10010000012011|10010000012195|10010000011994|10010000012095|10010000012004|10010000011993|10010000012051|10010000012071|10010000012072|10010000012076|10010000012081,10010000012017|10010000012043|10010000012006|10010000012242|10010000011977|10010000012000|10010000012346|10010000012037|10010000012196|10010000012240|10010000012020|10010000012165|10010000012145|10010000012075|10010000012048|10010000012227|10010000012181|10010000012214|10010000012212|10010000012137|10010000012014|10010000012003|10010000012127|10010000012025|10010000012064|10010000012130|10010000012247|10010000012248|10010000012141|10010000012219|10010000012223|10010000012097|10010000012285|10010000012308|10010000012085|10010000012283|10010000012200|10010000011981|10010000012058|10010000012011|10010000012195|10010000011994|10010000012095|10010000012004|10010000011993|10010000012051|10010000012071|10010000012072|10010000012076|10010000012081,10010000012017|10010000012043|10010000012006|10010000012242|10010000011977|10010000012000|10010000012346|10010000012037|10010000012196|10010000012240|10010000012020|10010000012165|10010000012145|10010000012075|10010000012048|10010000012227|10010000012181|10010000012214|10010000012212|10010000012137|10010000012014|10010000012003|10010000012127|10010000012025|10010000012064|10010000012130|10010000012247|10010000012248|10010000012141|10010000012219|10010000012223|10010000012097|10010000012285|10010000012308|10010000012085|10010000012283|10010000012200|10010000011981|10010000012058|10010000012011|10010000012195|10010000011994|10010000012095|10010000012004|10010000011993|10010000012051|10010000012071|10010000012072|10010000012076|10010000012081|10010000012099|10010000012115|10010000012121|10010000012143|10010000012217|10010000012236|10010000012250|10010000012016|10010000012263|10010000012102|10010000011965|10010000011969|10010000011970|10010000012179|10010000012266|10010000012002|10010000012059|10010000012209|10010000012046|10010000011988|10010000012169|10010000012188|10010000012257|10010000012359|10010000011929|10010000011958|10010000011978|10010000012012|10010000012054|10010000012158|10010000012042|10010000012053|10010000012001|10010000012220|10010000012031|10010000012162|10010000012108|10010000012050|10010000012024|10010000012049|10010000012343|10010000012077|10010000011989|10010000011962|10010000012301|10010000012316|10010000012083|10010000012063|10010000012039|10010000012278,10010000012017|10010000012043|10010000012006|10010000012242|10010000011977|10010000012000|10010000012346|10010000012037|10010000012196|10010000012240|10010000012020|10010000012165|10010000012145|10010000012075|10010000012048|10010000012227|10010000012181|10010000012214|10010000012212|10010000012137|10010000012014|10010000012003|10010000012127|10010000012025|10010000012064|10010000012130|10010000012247|10010000012248|10010000012141|10010000012219|10010000012223|10010000012097|10010000012285|10010000012308|10010000012085|10010000012283|10010000012200|10010000011981|10010000012058|10010000012011|10010000012195|10010000011994|10010000012095|10010000012004|10010000011993|10010000012051|10010000012071|10010000012072|10010000012076|10010000012081|10010000012099|10010000012115|10010000012121|10010000012143|10010000012217|10010000012236|10010000012250|10010000012016|10010000012263|10010000012102|10010000011965|10010000011969|10010000011970|10010000012179|10010000012266|10010000012002|10010000012059|10010000012209|10010000012046|10010000011988|10010000012169|10010000012188|10010000012257|10010000012359|10010000011929|10010000011958|10010000011978|10010000012012|10010000012054|10010000012158|10010000012042|10010000012053|10010000012001|10010000012220|10010000012031|10010000012162|10010000012108|10010000012050|10010000012024|10010000012049|10010000012343|10010000012077|10010000011989|10010000011962|10010000012301|10010000012316|10010000012083|10010000012063|10010000012039|10010000012278
沪江英语,10010000011989,沪江英语__C7,other.other.other,10,10,1,1,10,133,133,10,100,10010000012031|10010000011929|10010000012063|10010000012048|10010000012046|10010000011988|10010000012359|10010000012002|10010000012188|10010000012050|10010000011978|10010000012024|10010000012077|10010000012242|10010000012012|10010000012016|10010000012049|10010000012162|10010000011958|10010000012257|10010000012075|10010000012157|10010000012059|10010000011962|10010000012179|10010000012020|10010000012039|10010000012004|10010000012223|10010000012001|10010000012058|10010000012060|10010000012346|10010000012301|10010000012053|10010000012169|10010000012037|10010000012308|10010000012283|10010000012240|10010000012271|10010000012196|10010000012014|10010000012095|10010000012003|10010000012317|10010000011994|10010000012011|10010000011970|10010000012266,10010000012031|10010000011929|10010000012063|10010000012048|10010000012046|10010000011988|10010000012359|10010000012002|10010000012188|10010000012050|10010000011978|10010000012024|10010000012077|10010000012242|10010000012012|10010000012016|10010000012049|10010000012162|10010000011958|10010000012257|10010000012075|10010000012157|10010000012059|10010000011962|10010000012179|10010000012020|10010000012039|10010000012004|10010000012223|10010000012001|10010000012058|10010000012060|10010000012346|10010000012301|10010000012053|10010000012169|10010000012037|10010000012308|10010000012283|10010000012240|10010000012271|10010000012196|10010000012014|10010000012095|10010000012003|10010000012317|10010000011994|10010000012011|10010000011970|10010000012266,10010000012031|10010000011929|10010000012063|10010000012048|10010000012046|10010000011988|10010000012359|10010000012002|10010000012188|10010000012050|10010000011978|10010000012024|10010000012077|10010000012242|10010000012012|10010000012016|10010000012049|10010000012162|10010000011958|10010000012257|10010000012075|10010000012157|10010000012059|10010000011962|10010000012179|10010000012020|10010000012039|10010000012004|10010000012223|10010000012001|10010000012058|10010000012060|10010000012346|10010000012301|10010000012053|10010000012169|10010000012037|10010000012308|10010000012283|10010000012240|10010000012271|10010000012196|10010000012014|10010000012095|10010000012003|10010000012317|10010000011994|10010000012011|10010000011970|10010000012266|10010000012042|10010000012343|10010000012000|10010000012263|10010000011965|10010000012137|10010000012181|10010000012253|10010000012227|10010000012219|10010000012017|10010000012043|10010000011977|10010000012165|10010000012085|10010000012054|10010000012285|10010000012025|10010000012130|10010000012145|10010000012006|10010000012272|10010000011969|10010000012200|10010000012265|10010000012234|10010000012195|10010000012064|10010000012248|10010000012247|10010000012214|10010000012212|10010000012097|10010000012141|10010000011990|10010000012026|10010000012108|10010000012243|10010000012147|10010000011981|10010000012322|10010000012102|10010000012217|10010000011993|10010000012250|10010000012236|10010000012115|10010000012051|10010000012072|10010000012076,10010000012031|10010000011929|10010000012063|10010000012048|10010000012046|10010000011988|10010000012359|10010000012002|10010000012188|10010000012050|10010000011978|10010000012024|10010000012077|10010000012242|10010000012012|10010000012016|10010000012049|10010000012162|10010000011958|10010000012257|10010000012075|10010000012157|10010000012059|10010000011962|10010000012179|10010000012020|10010000012039|10010000012004|10010000012223|10010000012001|10010000012058|10010000012060|10010000012346|10010000012301|10010000012053|10010000012169|10010000012037|10010000012308|10010000012283|10010000012240|10010000012271|10010000012196|10010000012014|10010000012095|10010000012003|10010000012317|10010000011994|10010000012011|10010000011970|10010000012266|10010000012042|10010000012343|10010000012000|10010000012263|10010000011965|10010000012137|10010000012181|10010000012253|10010000012227|10010000012219|10010000012017|10010000012043|10010000011977|10010000012165|10010000012085|10010000012054|10010000012285|10010000012025|10010000012130|10010000012145|10010000012006|10010000012272|10010000011969|10010000012200|10010000012265|10010000012234|10010000012195|10010000012064|10010000012248|10010000012247|10010000012214|10010000012212|10010000012097|10010000012141|10010000011990|10010000012026|10010000012108|10010000012243|10010000012147|10010000011981|10010000012322|10010000012102|10010000012217|10010000011993|10010000012250|10010000012236|10010000012115|10010000012051|10010000012072|10010000012076
沪江英语,10010000011993,沪江英语__C3,other.other.other,10,10,1,1,25,136,136,118,100,10010000012099|10010000012250|10010000012143|10010000012145|10010000012085|10010000012076|10010000012025|10010000012247|10010000012108|10010000012195|10010000012051|10010000012081|10010000012200|10010000012283|10010000012130|10010000012285|10010000012234|10010000012064|10010000012219|10010000012196|10010000012072|10010000012147|10010000012115|10010000012236|10010000012000|10010000011977|10010000012248|10010000011981|10010000012026|10010000012217|10010000012061|10010000012316|10010000012071|10010000012121|10010000012017|10010000012043|10010000012116|10010000012158|10010000012083|10010000012104|10010000012048|10010000011963|10010000012209|10010000012006|10010000012242|10010000012272|10010000012129|10010000012135|10010000012334|10010000012037,10010000012099|10010000012250|10010000012143|10010000012145|10010000012085|10010000012076|10010000012025|10010000012247|10010000012108|10010000012195|10010000012051|10010000012081|10010000012200|10010000012283|10010000012130|10010000012285|10010000012234|10010000012064|10010000012219|10010000012196|10010000012072|10010000012147|10010000012115|10010000012236|10010000012000|10010000011977|10010000012248|10010000011981|10010000012026|10010000012217|10010000012061|10010000012316|10010000012071|10010000012121|10010000012017|10010000012043|10010000012116|10010000012158|10010000012083|10010000012104|10010000012048|10010000011963|10010000012209|10010000012006|10010000012242|10010000012272|10010000012129|10010000012135|10010000012334|10010000012037,10010000012099|10010000012250|10010000012143|10010000012145|10010000012085|10010000012076|10010000012025|10010000012247|10010000012108|10010000012195|10010000012051|10010000012081|10010000012200|10010000012283|10010000012130|10010000012285|10010000012234|10010000012064|10010000012219|10010000012196|10010000012072|10010000012147|10010000012115|10010000012236|10010000012000|10010000011977|10010000012248|10010000011981|10010000012026|10010000012217|10010000012061|10010000012316|10010000012071|10010000012121|10010000012017|10010000012043|10010000012116|10010000012158|10010000012083|10010000012104|10010000012048|10010000011963|10010000012209|10010000012006|10010000012242|10010000012272|10010000012129|10010000012135|10010000012334|10010000012037|10010000012075|10010000012227|10010000012278|10010000012203|10010000012317|10010000012065|10010000012220|10010000012146|10010000012262|10010000012301|10010000012012|10010000012016|10010000012091|10010000012090|10010000012198|10010000012020|10010000012265|10010000012330|10010000012056|10010000012322|10010000011990|10010000011929|10010000012276|10010000012239|10010000012253|10010000012308|10010000012258|10010000012015|10010000012107|10010000012201|10010000012216|10010000012243|10010000012359|10010000012127|10010000012188|10010000011988|10010000012002|10010000012046|10010000012181|10010000012240|10010000012004|10010000012271|10010000012223|10010000012257|10010000012346|10010000011958|10010000012003|10010000012059|10010000012137|10010000012165,10010000012099|10010000012250|10010000012143|10010000012145|10010000012085|10010000012076|10010000012025|10010000012247|10010000012108|10010000012195|10010000012051|10010000012081|10010000012200|10010000012283|10010000012130|10010000012285|10010000012234|10010000012064|10010000012219|10010000012196|10010000012072|10010000012147|10010000012115|10010000012236|10010000012000|10010000011977|10010000012248|10010000011981|10010000012026|10010000012217|10010000012061|10010000012316|10010000012071|10010000012121|10010000012017|10010000012043|10010000012116|10010000012158|10010000012083|10010000012104|10010000012048|10010000011963|10010000012209|10010000012006|10010000012242|10010000012272|10010000012129|10010000012135|10010000012334|10010000012037|10010000012075|10010000012227|10010000012278|10010000012203|10010000012317|10010000012065|10010000012220|10010000012146|10010000012262|10010000012301|10010000012012|10010000012016|10010000012091|10010000012090|10010000012198|10010000012020|10010000012265|10010000012330|10010000012056|10010000012322|10010000011990|10010000011929|10010000012276|10010000012239|10010000012253|10010000012308|10010000012258|10010000012015|10010000012107|10010000012201|10010000012216|10010000012243|10010000012359|10010000012127|10010000012188|10010000011988|10010000012002|10010000012046|10010000012181|10010000012240|10010000012004|10010000012271|10010000012223|10010000012257|10010000012346|10010000011958|10010000012003|10010000012059|10010000012137|10010000012165
沪江英语,10010000012013,沪江英语__C15,other.other.other,10,10,1,1,1,0,0,,100,,,,
沪江英语,10010000012050,沪江英语__C0,other.other.other,10,10,1,1,24,133,133,24,100,10010000011929|10010000011988|10010000012002|10010000012059|10010000012001|10010000012359|10010000012046|10010000012188|10010000012063|10010000012048|10010000012242|10010000012257|10010000011958|10010000012039|10010000012031|10010000012024|10010000012162|10010000012054|10010000011978|10010000012012|10010000012016|10010000012049|10010000012095|10010000011989|10010000012020|10010000012003|10010000012004|10010000012075|10010000011994|10010000011965|10010000012179|10010000012271|10010000012053|10010000012169|10010000012014|10010000012011|10010000011962|10010000012223|10010000012060|10010000012343|10010000012058|10010000012240|10010000012077|10010000012157|10010000012346|10010000012308|10010000012283|10010000012301|10010000012137|10010000011970,10010000011929|10010000011988|10010000012002|10010000012059|10010000012001|10010000012359|10010000012046|10010000012188|10010000012063|10010000012048|10010000012242|10010000012257|10010000011958|10010000012039|10010000012031|10010000012024|10010000012162|10010000012054|10010000011978|10010000012012|10010000012016|10010000012049|10010000012095|10010000011989|10010000012020|10010000012003|10010000012004|10010000012075|10010000011994|10010000011965|10010000012179|10010000012271|10010000012053|10010000012169|10010000012014|10010000012011|10010000011962|10010000012223|10010000012060|10010000012343|10010000012058|10010000012240|10010000012077|10010000012157|10010000012346|10010000012308|10010000012283|10010000012301|10010000012137|10010000011970,10010000011929|10010000011988|10010000012002|10010000012059|10010000012001|10010000012359|10010000012046|10010000012188|10010000012063|10010000012048|10010000012242|10010000012257|10010000011958|10010000012039|10010000012031|10010000012024|10010000012162|10010000012054|10010000011978|10010000012012|10010000012016|10010000012049|10010000012095|10010000011989|10010000012020|10010000012003|10010000012004|10010000012075|10010000011994|10010000011965|10010000012179|10010000012271|10010000012053|10010000012169|10010000012014|10010000012011|10010000011962|10010000012223|10010000012060|10010000012343|10010000012058|10010000012240|10010000012077|10010000012157|10010000012346|10010000012308|10010000012283|10010000012301|10010000012137|10010000011970|10010000012266|10010000012042|10010000012263|10010000012037|10010000011969|10010000012196|10010000012317|10010000012017|10010000012227|10010000012265|10010000012181|10010000012253|10010000012219|10010000012272|10010000012043|10010000011977|10010000012000|10010000012006|10010000012285|10010000012130|10010000012145|10010000012064|10010000012025|10010000012085|10010000012239|10010000012165|10010000012214|10010000012097|10010000012141|10010000012212|10010000012195|10010000012248|10010000012127|10010000011990|10010000012243|10010000012330|10010000012247|10010000012322|10010000012015|10010000012102|10010000012107|10010000012146|10010000012216|10010000012071|10010000012200|10010000012203|10010000012158|10010000012220|10010000012076|10010000012116,10010000011929|10010000011988|10010000012002|10010000012059|10010000012001|10010000012359|10010000012046|10010000012188|10010000012063|10010000012048|10010000012242|10010000012257|10010000011958|10010000012039|10010000012031|10010000012024|10010000012162|10010000012054|10010000011978|10010000012012|10010000012016|10010000012049|10010000012095|10010000011989|10010000012020|10010000012003|10010000012004|10010000012075|10010000011994|10010000011965|10010000012179|10010000012271|10010000012053|10010000012169|10010000012014|10010000012011|10010000011962|10010000012223|10010000012060|10010000012343|10010000012058|10010000012240|10010000012077|10010000012157|10010000012346|10010000012308|10010000012283|10010000012301|10010000012137|10010000011970|10010000012266|10010000012042|10010000012263|10010000012037|10010000011969|10010000012196|10010000012317|10010000012017|10010000012227|10010000012265|10010000012181|10010000012253|10010000012219|10010000012272|10010000012043|10010000011977|10010000012000|10010000012006|10010000012285|10010000012130|10010000012145|10010000012064|10010000012025|10010000012085|10010000012239|10010000012165|10010000012214|10010000012097|10010000012141|10010000012212|10010000012195|10010000012248|10010000012127|10010000011990|10010000012243|10010000012330|10010000012247|10010000012322|10010000012015|10010000012102|10010000012107|10010000012146|10010000012216|10010000012071|10010000012200|10010000012203|10010000012158|10010000012220|10010000012076|10010000012116
