app,issue_key,issue_size,n_unique_text_key,unique_text_ratio,other_token_count,has_any_anchor_rate,median_raw_text_len,broad_issue_flag,kept_issue_size
途牛,register.share_panel.permission,1,1,1.0,0,1.0,42.0,0,1
途牛,search.button_icon.wrong_value,1,1,1.0,0,1.0,68.0,0,1
途牛,search.list_item.layout_issue,1,1,1.0,0,1.0,35.0,0,1
途牛,settings.button_icon.crash,1,1,1.0,0,1.0,23.0,0,1
途牛,settings.page_view.layout_issue,1,1,1.0,0,1.0,68.0,0,1
途牛,settings.slider.crash,1,1,1.0,0,1.0,40.0,0,1
途牛,share.button_icon.permission,1,1,1.0,0,1.0,49.0,0,1
途牛,share.chat.cannot_or_fail,1,1,1.0,0,1.0,21.0,0,1
途牛,share.chat.cannot_share,1,1,1.0,0,1.0,25.0,0,1
途牛,share.chat.crash,1,1,1.0,0,1.0,19.0,0,1
途牛,share.image_banner.load_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,share.input_box.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,share.list_item.cannot_or_fail,1,1,1.0,0,1.0,68.0,0,1
途牛,share.list_item.cannot_share,1,1,1.0,0,1.0,31.0,0,1
途牛,share.page_view.wrong_value,1,1,1.0,0,1.0,23.0,0,1
途牛,share.share_panel.cannot_or_fail,1,1,1.0,0,1.0,19.0,0,1
途牛,share.share_panel.permission,1,1,1.0,0,1.0,50.0,0,1
途牛,shopping.chat.cannot_or_fail,1,1,1.0,0,1.0,58.0,0,1
雅思听力,comment.list_item.no_prompt,1,1,1.0,0,1.0,29.0,0,1
雅思听力,login.share_panel.load_fail,1,1,1.0,0,1.0,24.0,0,1
雅思听力,login.share_panel.wrong_value,1,1,1.0,0,1.0,39.0,0,1
雅思听力,playback.audio.cannot_or_fail,1,1,1.0,0,1.0,19.0,0,1
雅思听力,playback.audio.display_missing,1,1,1.0,0,1.0,33.0,0,1
雅思听力,playback.audio.freeze,1,1,1.0,0,1.0,44.0,0,1
雅思听力,playback.list_item.crash,1,1,1.0,0,1.0,25.0,0,1
雅思听力,playback.list_item.no_prompt,1,1,1.0,0,1.0,38.0,0,1
雅思听力,playback.page_view.cannot_or_fail,1,1,1.0,0,1.0,42.0,0,1
雅思听力,playback.page_view.layout_issue,1,1,1.0,0,1.0,27.0,0,1
雅思听力,playback.slider.freeze,1,1,1.0,0,1.0,34.0,0,1
雅思听力,register.share_panel.cannot_or_fail,1,1,1.0,0,1.0,25.0,0,1
雅思听力,register.step.load_fail,1,1,1.0,0,1.0,52.0,0,1
雅思听力,search.input_box.freeze,1,1,1.0,0,1.0,38.0,0,1
雅思听力,settings.page_view.cannot_or_fail,1,1,1.0,0,1.0,34.0,0,1
雅思听力,share.chat.cannot_or_fail,1,1,1.0,0,1.0,57.0,0,1
雅思听力,share.list_item.cannot_share,1,1,1.0,0,1.0,17.0,0,1
